order_number,order_line_number,order_date,expected_receiving_date,shipping_date,order_status,customer_id,employee_id,office_id,product_number,product_name,product_category,unit_price,quantity,sales_amount,shipping_days
10182,1,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_1342,1937 Lincoln Berline,Vintage Cars,83.22,3,249.66,6
10182,2,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,44.21,2,88.42,6
10182,3,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_1749,1917 Grand Touring Sedan,Vintage Cars,159.80,10,1598.00,6
10182,4,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_2248,1911 Ford Town Car,Vintage Cars,54.49,9,490.41,6
10182,5,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,105.52,7,738.64,6
10182,6,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,135.00,4,540.00,6
10182,7,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_3320,1917 Maxwell Touring Car,Vintage Cars,86.31,1,86.31,6
10182,8,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,88.35,11,971.85,6
10182,9,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S18_4933,1957 Ford Thunderbird,Classic Cars,61.29,12,735.48,6
10182,10,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,63.20,16,1011.20,6
10182,11,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,31.86,6,191.16,6
10182,12,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,39.87,5,199.35,6
10182,13,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_2766,1949 Jaguar XK 120,Classic Cars,87.24,14,1221.36,6
10182,14,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_2887,1952 Citroen-15CV,Classic Cars,116.27,13,1511.51,6
10182,15,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,73.62,15,1104.30,6
10182,16,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_3432,2002 Chevy Corvette,Classic Cars,95.30,17,1620.10,6
10182,17,2003-11-12,2003-11-21,2003-11-18,Shipped,357,1370,7,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,34.88,8,279.04,6
10183,1,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S10_1949,1952 Alpine Renault 1300,Classic Cars,180.01,8,1440.08,2
10183,2,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S10_4962,1962 LanciaA Delta 16V,Classic Cars,127.06,1,127.06,2
10183,3,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S12_1666,1958 Setra Bus,Trucks and Buses,114.80,5,574.00,2
10183,4,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,108.50,7,759.50,2
10183,5,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_2949,1913 Ford Model T Speedster,Vintage Cars,91.18,9,820.62,2
10183,6,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_2957,1934 Ford V8 Coupe,Vintage Cars,51.22,11,563.42,2
10183,7,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,90.06,10,900.60,2
10183,8,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_4600,1940s Ford truck,Trucks and Buses,118.66,2,237.32,2
10183,9,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S18_4668,1939 Cadillac Limousine,Vintage Cars,42.26,6,253.56,2
10183,10,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S24_4258,1936 Chrysler Airflow,Vintage Cars,81.81,12,981.72,2
10183,11,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,52.36,4,209.44,2
10183,12,2003-11-13,2003-11-22,2003-11-15,Shipped,361,1401,1,S700_2824,1982 Camaro Z28,Classic Cars,85.98,3,257.94,2
10184,1,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S12_4473,1957 Chevy Pickup,Trucks and Buses,105.47,6,632.82,6
10184,2,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,145.72,5,728.60,6
10184,3,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,119.05,9,1071.45,6
10184,4,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S18_2432,1926 Ford Fire Engine,Trucks and Buses,60.77,12,729.24,6
10184,5,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,165.95,10,1659.50,6
10184,6,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S24_1444,1970 Dodge Coronet,Classic Cars,57.22,3,171.66,6
10184,7,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,117.57,11,1293.27,6
10184,8,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,30.06,7,210.42,6
10184,9,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,114.73,2,229.46,6
10184,10,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,84.75,13,1101.75,6
10184,11,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,52.49,8,419.92,6
10184,12,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,59.03,1,59.03,6
10184,13,2003-11-14,2003-11-22,2003-11-20,Shipped,362,1501,2,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,92.60,4,370.40,6
10185,1,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S12_1108,2001 Ferrari Enzo,Classic Cars,195.33,13,2539.29,6
10185,2,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S12_3148,1969 Corvair Monza,Classic Cars,146.55,14,2051.70,6
10185,3,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S12_3891,1969 Ford Falcon,Classic Cars,147.07,12,1764.84,6
10185,4,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S18_3140,1903 Ford Model A,Vintage Cars,124.30,9,1118.70,6
10185,5,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S18_3259,Collectable Wooden Train,Trains,94.79,11,1042.69,6
10185,6,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S18_4027,1970 Triumph Spitfire,Classic Cars,127.82,16,2045.12,6
10185,7,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S18_4522,1904 Buick Runabout,Vintage Cars,87.77,8,702.16,6
10185,8,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S24_2011,18th century schooner,Ships,105.69,7,739.83,6
10185,9,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,83.20,2,166.40,6
10185,10,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S50_1514,1962 City of Detroit Streetcar,Trains,46.86,15,702.90,6
10185,11,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S700_1138,The Schooner Bluenose,Ships,64.67,3,194.01,6
10185,12,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S700_1938,The Mayflower,Ships,79.68,10,796.80,6
10185,13,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S700_2610,The USS Constitution Ship,Ships,61.44,1,61.44,6
10185,14,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S700_3505,The Titanic,Ships,99.17,4,396.68,6
10185,15,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S700_3962,The Queen Mary,Ships,93.35,5,466.75,6
10185,16,2003-11-14,2003-11-21,2003-11-20,Shipped,363,1504,3,S72_3212,Pont Yacht,Ships,47.50,6,285.00,6
10186,1,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S10_4757,1972 Alfa Romeo GTA,Classic Cars,108.80,9,979.20,4
10186,2,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S18_1662,1980s Black Hawk Helicopter,Planes,137.19,1,137.19,4
10186,3,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S18_3029,1999 Yamaha Speed Boat,Ships,73.12,7,511.84,4
10186,4,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,98.46,6,590.76,4
10186,5,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S24_2841,1900s Vintage Bi-Plane,Planes,60.29,2,120.58,4
10186,6,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S24_3420,1937 Horch 930V Limousine,Vintage Cars,59.83,3,179.49,4
10186,7,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,68.77,8,550.16,4
10186,8,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S700_2047,HMS Bounty,Ships,80.56,5,402.80,4
10186,9,2003-11-14,2003-11-20,2003-11-18,Shipped,369,1611,4,S72_1253,Boeing X-32A JSF,Planes,42.71,4,170.84,4
10187,1,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S18_2581,P-51-D Mustang,Planes,70.12,1,70.12,1
10187,2,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S24_1785,1928 British Royal Navy Airplane,Planes,96.29,3,288.87,1
10187,3,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S24_3949,Corsair F4U ( Bird Cage),Planes,55.96,10,559.60,1
10187,4,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S24_4278,1900s Vintage Tri-Plane,Planes,64.48,2,128.96,1
10187,5,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,61.22,4,244.88,1
10187,6,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,39.71,5,198.55,1
10187,7,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S700_1691,American Airlines: B767-300,Planes,84.95,6,509.70,1
10187,8,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S700_2466,America West Airlines B757-200,Planes,95.73,8,765.84,1
10187,9,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S700_3167,F/A 18 Hornet 1/72,Planes,72.00,7,504.00,1
10187,10,2003-11-15,2003-11-24,2003-11-16,Shipped,376,1612,5,S700_4002,American Airlines: MD-11S,Planes,70.33,9,632.97,1
10188,1,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,95.70,1,95.70,6
10188,2,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,111.80,4,447.20,6
10188,3,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,182.04,3,546.12,6
10188,4,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,52.09,5,260.45,6
10188,5,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S24_1578,1997 BMW R 1100 S,Motorcycles,95.80,2,191.60,6
10188,6,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,61.70,6,370.20,6
10188,7,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S32_1374,1997 BMW F650 ST,Motorcycles,81.91,7,573.37,6
10188,8,2003-11-18,2003-11-26,2003-11-24,Shipped,379,1619,6,S700_2834,ATA: B757-300,Planes,96.11,8,768.88,6
10189,1,2003-11-18,2003-11-25,2003-11-24,Shipped,381,1621,7,S12_2823,2002 Suzuki XREO,Motorcycles,138.57,1,138.57,6
10190,1,2003-11-19,2003-11-29,2003-11-20,Shipped,382,1625,1,S24_2360,1982 Ducati 900 Monster,Motorcycles,58.87,3,176.61,1
10190,2,2003-11-19,2003-11-29,2003-11-20,Shipped,382,1625,1,S32_2206,1982 Ducati 996 R,Motorcycles,38.62,1,38.62,1
10190,3,2003-11-19,2003-11-29,2003-11-20,Shipped,382,1625,1,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,89.80,4,359.20,1
10190,4,2003-11-19,2003-11-29,2003-11-20,Shipped,382,1625,1,S50_4713,2002 Yamaha YZR M1,Motorcycles,67.53,2,135.06,1
10191,1,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S12_1099,1968 Ford Mustang,Classic Cars,155.66,3,466.98,4
10191,2,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S12_3380,1968 Dodge Charger,Classic Cars,104.52,1,104.52,4
10191,3,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,70.22,4,280.88,4
10191,4,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S18_3278,1969 Dodge Super Bee,Classic Cars,75.59,6,453.54,4
10191,5,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S18_3482,1976 Ford Gran Torino,Classic Cars,119.06,5,595.30,4
10191,6,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S18_3782,1957 Vespa GS150,Motorcycles,60.93,9,548.37,4
10191,7,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S18_4721,1957 Corvette Convertible,Classic Cars,136.90,8,1095.20,4
10191,8,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S24_3371,1971 Alpine Renault 1600s,Classic Cars,53.27,2,106.54,4
10191,9,2003-11-20,2003-11-30,2003-11-24,Shipped,385,1702,2,S24_4620,1961 Chevrolet Impala,Classic Cars,77.61,7,543.27,4
10192,1,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S12_4675,1969 Dodge Charger,Classic Cars,99.04,16,1584.64,5
10192,2,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_1129,1993 Mazda RX-7,Classic Cars,140.12,11,1541.32,5
10192,3,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_1589,1965 Aston Martin DB5,Classic Cars,100.80,7,705.60,5
10192,4,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,70.84,15,1062.60,5
10192,5,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_1984,1995 Honda Civic,Classic Cars,128.03,10,1280.30,5
10192,6,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,110.88,8,887.04,5
10192,7,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,137.17,12,1646.04,5
10192,8,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,125.74,9,1131.66,5
10192,9,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,72.02,4,288.08,5
10192,10,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,49.30,6,295.80,5
10192,11,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_2766,1949 Jaguar XK 120,Classic Cars,86.33,2,172.66,5
10192,12,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_2887,1952 Citroen-15CV,Classic Cars,112.74,1,112.74,5
10192,13,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_2972,1982 Lamborghini Diablo,Classic Cars,33.23,13,431.99,5
10192,14,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,69.34,3,208.02,5
10192,15,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_3432,2002 Chevy Corvette,Classic Cars,93.16,5,465.80,5
10192,16,2003-11-20,2003-11-29,2003-11-25,Shipped,386,1002,1,S24_3856,1956 Porsche 356A Coupe,Classic Cars,112.34,14,1572.76,5
10193,1,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_1342,1937 Lincoln Berline,Vintage Cars,92.47,7,647.29,6
10193,2,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,46.36,6,278.16,6
10193,3,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_1749,1917 Grand Touring Sedan,Vintage Cars,153.00,14,2142.00,6
10193,4,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_2248,1911 Ford Town Car,Vintage Cars,60.54,13,787.02,6
10193,5,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,115.69,11,1272.59,6
10193,6,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,143.44,8,1147.52,6
10193,7,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_2949,1913 Ford Model T Speedster,Vintage Cars,87.13,1,87.13,6
10193,8,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_2957,1934 Ford V8 Coupe,Vintage Cars,53.09,3,159.27,6
10193,9,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,97.39,2,194.78,6
10193,10,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_3320,1917 Maxwell Touring Car,Vintage Cars,79.37,5,396.85,6
10193,11,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,92.03,15,1380.45,6
10193,12,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S18_4933,1957 Ford Thunderbird,Classic Cars,66.28,16,1060.48,6
10193,13,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,32.19,10,321.90,6
10193,14,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,44.80,9,403.20,6
10193,15,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,38.16,12,457.92,6
10193,16,2003-11-21,2003-11-28,2003-11-27,Shipped,398,1056,2,S24_4258,1936 Chrysler Airflow,Vintage Cars,92.52,4,370.08,6
10194,1,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S10_1949,1952 Alpine Renault 1300,Classic Cars,203.59,11,2239.49,1
10194,2,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S10_4962,1962 LanciaA Delta 16V,Classic Cars,134.44,4,537.76,1
10194,3,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S12_1666,1958 Setra Bus,Trucks and Buses,124.37,8,994.96,1
10194,4,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,103.84,10,1038.40,1
10194,5,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S18_2432,1926 Ford Fire Engine,Trucks and Buses,51.05,2,102.10,1
10194,6,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S18_4600,1940s Ford truck,Trucks and Buses,113.82,5,569.10,1
10194,7,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S18_4668,1939 Cadillac Limousine,Vintage Cars,47.79,9,430.11,1
10194,8,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,112.46,1,112.46,1
10194,9,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,77.05,3,231.15,1
10194,10,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,61.41,7,429.87,1
10194,11,2003-11-25,2003-12-02,2003-11-26,Shipped,406,1076,3,S700_2824,1982 Camaro Z28,Classic Cars,80.92,6,485.52,1
10195,1,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S12_4473,1957 Chevy Pickup,Trucks and Buses,118.50,6,711.00,3
10195,2,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,139.17,5,695.85,3
10195,3,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,112.91,9,1016.19,3
10195,4,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,150.71,10,1507.10,3
10195,5,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S24_1444,1970 Dodge Coronet,Classic Cars,54.33,3,162.99,3
10195,6,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,31.82,7,222.74,3
10195,7,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,95.81,2,191.62,3
10195,8,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,51.95,8,415.60,3
10195,9,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,59.03,1,59.03,3
10195,10,2003-11-25,2003-12-01,2003-11-28,Shipped,409,1088,4,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,97.23,4,388.92,3
10196,1,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S12_1108,2001 Ferrari Enzo,Classic Cars,203.64,5,1018.20,5
10196,2,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S12_3148,1969 Corvair Monza,Classic Cars,151.08,6,906.48,5
10196,3,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S12_3891,1969 Ford Falcon,Classic Cars,147.07,4,588.28,5
10196,4,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S18_3140,1903 Ford Model A,Vintage Cars,127.03,1,127.03,5
10196,5,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S18_3259,Collectable Wooden Train,Trains,81.68,3,245.04,5
10196,6,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S18_4027,1970 Triumph Spitfire,Classic Cars,126.39,8,1011.12,5
10196,7,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S50_1514,1962 City of Detroit Streetcar,Trains,56.82,7,397.74,5
10196,8,2003-11-26,2003-12-03,2003-12-01,Shipped,412,1102,5,S700_1938,The Mayflower,Ships,84.88,2,169.76,5
10197,1,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S10_4757,1972 Alfa Romeo GTA,Classic Cars,118.32,6,709.92,5
10197,2,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S18_3029,1999 Yamaha Speed Boat,Ships,83.44,4,333.76,5
10197,3,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,85.75,3,257.25,5
10197,4,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S18_4522,1904 Buick Runabout,Vintage Cars,78.99,14,1105.86,5
10197,5,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S24_2011,18th century schooner,Ships,109.37,13,1421.81,5
10197,6,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,83.20,8,665.60,5
10197,7,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,67.93,5,339.65,5
10197,8,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S700_1138,The Schooner Bluenose,Ships,60.00,9,540.00,5
10197,9,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S700_2047,HMS Bounty,Ships,78.75,2,157.50,5
10197,10,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S700_2610,The USS Constitution Ship,Ships,66.50,7,465.50,5
10197,11,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S700_3505,The Titanic,Ships,100.17,10,1001.70,5
10197,12,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S700_3962,The Queen Mary,Ships,88.39,11,972.29,5
10197,13,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S72_1253,Boeing X-32A JSF,Planes,39.73,1,39.73,5
10197,14,2003-11-26,2003-12-02,2003-12-01,Shipped,415,1143,6,S72_3212,Pont Yacht,Ships,48.59,12,583.08,5
10198,1,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S18_1662,1980s Black Hawk Helicopter,Planes,149.81,4,599.24,6
10198,2,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S24_2841,1900s Vintage Bi-Plane,Planes,60.97,5,304.85,6
10198,3,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S24_3420,1937 Horch 930V Limousine,Vintage Cars,61.81,6,370.86,6
10198,4,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S24_3949,Corsair F4U ( Bird Cage),Planes,65.51,3,196.53,6
10198,5,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S700_2466,America West Airlines B757-200,Planes,94.73,1,94.73,6
10198,6,2003-11-27,2003-12-06,2003-12-03,Shipped,424,1165,7,S700_4002,American Airlines: MD-11S,Planes,74.03,2,148.06,6
