sales_key,order_number,order_line_number,order_date_key,product_key,customer_key,employee_key,status_key,quantity,unit_price,sales_amount,shipping_days
445,10149,4,20030912,27,50,4,3,10,50.85,508.50,5
446,10149,5,20030912,29,50,4,3,8,125.86,1006.88,5
447,10149,6,20030912,33,50,4,3,5,167.06,835.30,5
448,10149,7,20030912,43,50,4,3,2,89.29,178.58,5
449,10149,8,20030912,60,50,4,3,7,31.20,218.40,5
450,10149,9,20030912,63,50,4,3,6,39.87,239.22,5
451,10149,10,20030912,79,50,4,3,9,38.57,347.13,5
452,10149,11,20030912,81,50,4,3,1,90.57,90.57,5
453,10150,1,20030919,2,51,5,3,8,182.16,1457.28,2
454,10150,2,20030919,6,51,5,3,1,121.15,121.15,2
455,10150,3,20030919,9,51,5,3,5,135.30,676.50,2
456,10150,4,20030919,17,51,5,3,7,95.67,669.69,2
457,10150,5,20030919,35,51,5,3,9,93.21,838.89,2
458,10150,6,20030919,36,51,5,3,11,56.21,618.31,2
459,10150,7,20030919,38,51,5,3,10,97.39,973.90,2
460,10150,8,20030919,51,51,5,3,2,111.39,222.78,2
461,10150,9,20030919,52,51,5,3,6,47.29,283.74,2
462,10150,10,20030919,89,51,5,3,4,62.05,248.20,2
463,10150,11,20030919,102,51,5,3,3,95.08,285.24,2
464,10151,1,20030921,15,52,6,3,3,114.95,344.85,3
465,10151,2,20030921,26,52,6,3,2,152.27,304.54,3
466,10151,3,20030921,28,52,6,3,6,106.78,640.68,3
467,10151,4,20030921,30,52,6,3,9,58.34,525.06,3
468,10151,5,20030921,40,52,6,3,7,167.65,1173.55,3
469,10151,6,20030921,64,52,6,3,8,109.90,879.20,3
470,10151,7,20030921,67,52,6,3,4,29.35,117.40,3
471,10151,8,20030921,84,52,6,3,10,84.75,847.50,3
472,10151,9,20030921,87,52,6,3,5,43.29,216.45,3
473,10151,10,20030921,93,52,6,3,1,108.81,108.81,3
474,10152,1,20030925,48,53,7,3,1,117.77,117.77,6
475,10152,2,20030925,56,53,7,3,4,49.13,196.52,6
476,10152,3,20030925,80,53,7,3,3,112.37,337.11,6
477,10152,4,20030925,88,53,7,3,2,57.17,114.34,6
478,10153,1,20030928,8,54,8,3,11,201.57,2217.27,5
479,10153,2,20030928,11,54,8,3,12,128.42,1541.04,5
480,10153,3,20030928,13,54,8,3,10,155.72,1557.20,5
481,10153,4,20030928,39,54,8,3,7,125.66,879.62,5
482,10153,5,20030928,41,54,8,3,9,82.69,744.21,5
483,10153,6,20030928,50,54,8,3,6,82.50,495.00,5
484,10153,7,20030928,62,54,8,3,5,111.83,559.15,5
485,10153,8,20030928,94,54,8,3,13,53.31,693.03,5
486,10153,9,20030928,96,54,8,3,1,58.00,58.00,5
487,10153,10,20030928,98,54,8,3,8,80.55,644.40,5
488,10153,11,20030928,105,54,8,3,2,87.15,174.30,5
489,10153,12,20030928,106,54,8,3,3,85.41,256.23,5
490,10153,13,20030928,109,54,8,3,4,51.87,207.48,5
491,10154,1,20031002,71,55,9,3,2,75.23,150.46,6
492,10154,2,20031002,101,55,9,3,1,59.27,59.27,6
493,10155,1,20031006,5,56,10,3,13,129.20,1679.60,1
494,10155,2,20031006,22,56,10,3,5,138.77,693.85,1
495,10155,3,20031006,37,56,10,3,11,83.44,917.84,1
496,10155,4,20031006,47,56,10,3,10,105.87,1058.70,1
497,10155,5,20031006,68,56,10,3,6,62.34,374.04,1
498,10155,6,20031006,74,56,10,3,7,56.55,395.85,1
499,10155,7,20031006,76,56,10,3,12,76.31,915.72,1
500,10155,8,20031006,78,56,10,3,4,58.69,234.76,1
501,10155,9,20031006,99,56,10,3,9,89.61,806.49,1
502,10155,10,20031006,100,56,10,3,2,87.75,175.50,1
503,10155,11,20031006,104,56,10,3,1,76.80,76.80,1
504,10155,12,20031006,107,56,10,3,3,70.33,210.99,1
505,10155,13,20031006,108,56,10,3,8,49.16,393.28,1
506,10156,1,20031008,92,57,11,3,1,43.64,43.64,3
507,10156,2,20031008,97,57,11,3,2,77.64,155.28,3
508,10157,1,20031009,31,58,12,3,3,69.27,207.81,5
509,10157,2,20031009,59,58,12,3,5,89.72,448.60,5
510,10157,3,20031009,82,58,12,3,4,66.65,266.60,5
511,10157,4,20031009,85,58,12,3,1,83.91,83.91,5
512,10157,5,20031009,90,58,12,3,6,56.41,338.46,5
513,10157,6,20031009,103,58,12,3,2,109.16,218.32,5
514,10158,1,20031010,61,59,13,3,1,67.79,67.79,5
515,10159,1,20031010,1,60,14,3,14,81.35,1138.90,6
516,10159,2,20031010,3,60,14,3,17,101.10,1718.70,6
517,10159,3,20031010,4,60,14,3,16,170.42,2726.72,6
518,10159,4,20031010,7,60,14,3,2,188.73,377.46,6
519,10159,5,20031010,10,60,14,3,13,131.04,1703.52,6
520,10159,6,20031010,14,60,14,3,3,67.03,201.09,6
521,10159,7,20031010,32,60,14,3,18,51.48,926.64,6
522,10159,8,20031010,42,60,14,3,5,66.74,333.70,6
523,10159,9,20031010,44,60,14,3,4,129.35,517.40,6
524,10159,10,20031010,46,60,14,3,8,54.71,437.68,6
525,10159,11,20031010,53,60,14,3,7,142.85,999.95,6
526,10159,12,20031010,57,60,14,3,15,100.30,1504.50,6
527,10159,13,20031010,65,60,14,3,11,67.18,738.98,6
528,10159,14,20031010,73,60,14,3,1,49.60,49.60,6
529,10159,15,20031010,83,60,14,3,6,80.84,485.04,6
530,10159,16,20031010,86,60,14,3,9,39.43,354.87,6
531,10159,17,20031010,91,60,14,3,12,86.74,1040.88,6
532,10159,18,20031010,95,60,14,3,10,78.11,781.10,6
533,10160,1,20031011,12,61,15,3,6,96.30,577.80,6
534,10160,2,20031011,16,61,15,3,5,93.28,466.40,6
535,10160,3,20031011,24,61,15,3,4,70.84,283.36,6
536,10160,4,20031011,40,61,15,3,1,140.55,140.55,6
537,10160,5,20031011,70,61,15,3,2,30.59,61.18,6
538,10160,6,20031011,77,61,15,3,3,130.60,391.80,6
539,10161,1,20031017,18,62,16,3,12,121.72,1460.64,3
540,10161,2,20031017,21,62,16,3,8,102.04,816.32,3
541,10161,3,20031017,25,62,16,3,11,139.41,1533.51,3
542,10161,4,20031017,34,62,16,3,9,125.40,1128.60,3
543,10161,5,20031017,45,62,16,3,10,132.80,1328.00,3
544,10161,6,20031017,54,62,16,3,1,62.72,62.72,3
545,10161,7,20031017,55,62,16,3,5,73.49,367.45,3
546,10161,8,20031017,58,62,16,3,7,47.29,331.03,3
547,10161,9,20031017,66,62,16,3,3,82.69,248.07,3
548,10161,10,20031017,69,62,16,3,2,108.04,216.08,3
549,10161,11,20031017,72,62,16,3,4,72.77,291.08,3
550,10161,12,20031017,75,62,16,3,6,94.23,565.38,3
551,10162,1,20031018,19,63,17,3,2,87.33,174.66,1
552,10162,2,20031018,20,63,17,3,1,45.28,45.28,1
553,10162,3,20031018,23,63,17,3,9,141.10,1269.90,1
554,10162,4,20031018,27,63,17,3,8,53.28,426.24,1
555,10162,5,20031018,29,63,17,3,6,113.15,678.90,1
556,10162,6,20031018,33,63,17,3,3,156.94,470.82,1
557,10162,7,20031018,49,63,17,3,10,86.51,865.10,1
558,10162,8,20031018,60,63,17,3,5,27.55,137.75,1
559,10162,9,20031018,63,63,17,3,4,38.98,155.92,1
560,10162,10,20031018,79,63,17,3,7,32.82,229.74,1
561,10163,1,20031020,2,64,18,3,1,212.16,212.16,4
562,10163,2,20031020,35,64,18,3,2,101.31,202.62,4
563,10163,3,20031020,36,64,18,3,4,59.96,239.84,4
564,10163,4,20031020,38,64,18,3,3,101.58,304.74,4
565,10163,5,20031020,43,64,18,3,6,80.36,482.16,4
566,10163,6,20031020,81,64,18,3,5,96.42,482.10,4
567,10164,1,20031021,6,65,19,2,2,143.31,286.62,2
568,10164,2,20031021,9,65,19,2,6,121.64,729.84,2
569,10164,3,20031021,17,65,19,2,8,103.84,830.72,2
570,10164,4,20031021,51,65,19,2,3,107.76,323.28,2
571,10164,5,20031021,52,65,19,2,7,46.29,324.03,2
572,10164,6,20031021,84,65,19,2,1,91.49,91.49,2
573,10164,7,20031021,89,65,19,2,5,57.53,287.65,2
574,10164,8,20031021,102,65,19,2,4,86.99,347.96,2
575,10165,1,20031022,8,66,20,3,3,168.32,504.96,65
576,10165,2,20031022,11,66,20,3,4,123.89,495.56,65
577,10165,3,20031022,13,66,20,3,2,152.26,304.52,65
578,10165,4,20031022,15,66,20,3,12,109.02,1308.24,65
579,10165,5,20031022,26,66,20,3,11,134.26,1476.86,65
580,10165,6,20031022,28,66,20,3,15,120.28,1804.20,65
581,10165,7,20031022,30,66,20,3,18,60.77,1093.86,65
582,10165,8,20031022,40,66,20,3,16,154.10,2465.60,65
583,10165,9,20031022,41,66,20,3,1,84.71,84.71,65
584,10165,10,20031022,48,66,20,3,6,123.51,741.06,65
585,10165,11,20031022,56,66,20,3,9,46.82,421.38,65
586,10165,12,20031022,64,66,20,3,17,117.57,1998.69,65
587,10165,13,20031022,67,66,20,3,13,31.12,404.56,65
588,10165,14,20031022,80,66,20,3,8,106.45,851.60,65
589,10165,15,20031022,87,66,20,3,14,50.86,712.04,65
590,10165,16,20031022,88,66,20,3,7,55.30,387.10,65
591,10165,17,20031022,93,66,20,3,10,106.49,1064.90,65
592,10165,18,20031022,94,66,20,3,5,49.21,246.05,65
593,10166,1,20031021,39,67,21,3,2,136.59,273.18,6
594,10166,2,20031021,50,67,21,3,1,72.85,72.85,6
595,10166,3,20031021,98,67,21,3,3,76.22,228.66,6
596,10167,1,20031023,5,68,22,1,9,123.76,1113.84,4
597,10167,2,20031023,22,68,22,1,1,141.92,141.92,4
598,10167,3,20031023,37,68,22,1,7,69.68,487.76,4
599,10167,4,20031023,47,68,22,1,6,84.70,508.20,4
600,10167,5,20031023,62,68,22,1,16,110.60,1769.60,4
601,10167,6,20031023,68,68,22,1,2,54.81,109.62,4
602,10167,7,20031023,71,68,22,1,11,77.00,847.00,4
603,10167,8,20031023,74,68,22,1,3,64.44,193.32,4
604,10167,9,20031023,76,68,22,1,8,73.80,590.40,4
605,10167,10,20031023,96,68,22,1,12,66.00,792.00,4
606,10167,11,20031023,99,68,22,1,5,87.80,439.00,4
607,10167,12,20031023,101,68,22,1,10,62.16,621.60,4
608,10167,13,20031023,105,68,22,1,13,85.14,1106.82,4
609,10167,14,20031023,106,68,22,1,14,83.42,1167.88,4
610,10167,15,20031023,108,68,22,1,4,42.71,170.84,4
611,10167,16,20031023,109,68,22,1,15,43.68,655.20,4
612,10168,1,20031028,1,69,23,3,1,94.74,94.74,4
613,10168,2,20031028,3,69,23,3,4,97.53,390.12,4
614,10168,3,20031028,4,69,23,3,3,160.74,482.22,4
615,10168,4,20031028,31,69,23,3,9,75.19,676.71,4
616,10168,5,20031028,32,69,23,3,5,49.06,245.30,4
617,10168,6,20031028,57,69,23,3,2,103.68,207.36,4
618,10168,7,20031028,59,69,23,3,11,93.01,1023.11,4
619,10168,8,20031028,61,69,23,3,6,72.36,434.16,4
620,10168,9,20031028,78,69,23,3,18,57.32,1031.76,4
621,10168,10,20031028,82,69,23,3,10,68.10,681.00,4
622,10168,11,20031028,85,69,23,3,7,89.90,629.30,4
623,10168,12,20031028,90,69,23,3,12,57.78,693.36,4
624,10168,13,20031028,92,69,23,3,13,39.71,516.23,4
625,10168,14,20031028,97,69,23,3,14,91.34,1278.76,4
626,10168,15,20031028,100,69,23,3,16,87.75,1404.00,4
627,10168,16,20031028,103,69,23,3,8,94.92,759.36,4
628,10168,17,20031028,104,69,23,3,15,72.00,1080.00,4
629,10168,18,20031028,107,69,23,3,17,67.37,1145.29,4
630,10169,1,20031104,7,70,1,3,2,163.44,326.88,5
631,10169,2,20031104,10,70,1,3,13,126.52,1644.76,5
632,10169,3,20031104,14,70,1,3,3,71.82,215.46,5
633,10169,4,20031104,42,70,1,3,5,65.13,325.65,5
634,10169,5,20031104,44,70,1,3,4,136.70,546.80,5
635,10169,6,20031104,46,70,1,3,8,52.84,422.72,5
636,10169,7,20031104,53,70,1,3,7,120.53,843.71,5
637,10169,8,20031104,65,70,1,3,11,66.49,731.39,5
638,10169,9,20031104,73,70,1,3,1,53.27,53.27,5
639,10169,10,20031104,83,70,1,3,6,77.61,465.66,5
640,10169,11,20031104,86,70,1,3,9,37.01,333.09,5
641,10169,12,20031104,91,70,1,3,12,83.68,1004.16,5
642,10169,13,20031104,95,70,1,3,10,75.66,756.60,5
643,10170,1,20031104,12,71,2,3,4,116.27,465.08,3
644,10170,2,20031104,16,71,2,3,3,93.28,279.84,3
645,10170,3,20031104,24,71,2,3,2,70.07,140.14,3
646,10170,4,20031104,77,71,2,3,1,130.60,130.60,3
647,10171,1,20031105,18,72,3,3,2,134.46,268.92,2
648,10171,2,20031105,25,72,3,3,1,128.03,128.03,2
649,10171,3,20031105,40,72,3,3,3,165.95,497.85,2
650,10171,4,20031105,70,72,3,3,4,34.74,138.96,2
651,10172,1,20031105,21,73,4,3,6,109.51,657.06,6
652,10172,2,20031105,34,73,4,3,7,117.48,822.36,6
653,10172,3,20031105,45,73,4,3,8,139.87,1118.96,6
654,10172,4,20031105,55,73,4,3,3,61.00,183.00,6
655,10172,5,20031105,58,73,4,3,5,43.27,216.35,6
656,10172,6,20031105,66,73,4,3,1,79.97,79.97,6
657,10172,7,20031105,72,73,4,3,2,77.91,155.82,6
658,10172,8,20031105,75,73,4,3,4,87.81,351.24,6
659,10173,1,20031105,19,74,5,3,6,101.71,610.26,4
660,10173,2,20031105,20,74,5,3,5,51.75,258.75,4
661,10173,3,20031105,23,74,5,3,13,168.30,2187.90,4
662,10173,4,20031105,27,74,5,3,12,55.09,661.08,4
663,10173,5,20031105,29,74,5,3,10,127.13,1271.30,4
664,10173,6,20031105,33,74,5,3,7,140.06,980.42,4
665,10173,7,20031105,36,74,5,3,2,56.84,113.68,4
666,10173,8,20031105,38,74,5,3,1,86.92,86.92,4
667,10173,9,20031105,43,74,5,3,4,90.28,361.12,4
668,10173,10,20031105,49,74,5,3,14,77.31,1082.34,4
669,10173,11,20031105,54,74,5,3,15,58.44,876.60,4
670,10173,12,20031105,60,74,5,3,9,29.87,268.83,4
671,10173,13,20031105,63,74,5,3,8,39.42,315.36,4
672,10173,14,20031105,69,74,5,3,16,98.65,1578.40,4
673,10173,15,20031105,79,74,5,3,11,35.70,392.70,4
674,10173,16,20031105,81,74,5,3,3,93.49,280.47,4
675,10174,1,20031106,2,75,6,3,4,207.87,831.48,4
676,10174,2,20031106,9,75,6,3,1,113.44,113.44,4
677,10174,3,20031106,17,75,6,3,3,108.50,325.50,4
678,10174,4,20031106,35,75,6,3,5,100.30,501.50,4
679,10174,5,20031106,52,75,6,3,2,44.27,88.54,4
680,10175,1,20031106,6,76,7,3,9,119.67,1077.03,3
681,10175,2,20031106,15,76,7,3,1,109.02,109.02,3
682,10175,3,20031106,28,76,7,3,4,101.87,407.48,3
683,10175,4,20031106,30,76,7,3,7,59.55,416.85,3
684,10175,5,20031106,40,76,7,3,5,150.71,753.55,3
685,10175,6,20031106,51,76,7,3,10,102.92,1029.20,3
686,10175,7,20031106,64,76,7,3,6,121.40,728.40,3
687,10175,8,20031106,67,76,7,3,2,32.18,64.36,3
688,10175,9,20031106,84,76,7,3,8,89.57,716.56,3
689,10175,10,20031106,87,76,7,3,3,50.86,152.58,3
690,10175,11,20031106,89,76,7,3,12,56.24,674.88,3
691,10175,12,20031106,102,76,7,3,11,80.92,890.12,3
692,10176,1,20031106,8,77,8,3,2,166.24,332.48,6
693,10176,2,20031106,11,77,8,3,3,145.04,435.12,6
694,10176,3,20031106,13,77,8,3,1,160.91,160.91,6
695,10176,4,20031106,26,77,8,3,10,139.17,1391.70,6
696,10176,5,20031106,48,77,8,3,5,140.75,703.75,6
697,10176,6,20031106,56,77,8,3,8,55.49,443.92,6
698,10176,7,20031106,80,77,8,3,7,101.72,712.04,6
699,10176,8,20031106,88,77,8,3,6,62.14,372.84,6
700,10176,9,20031106,93,77,8,3,9,109.96,989.64,6
701,10176,10,20031106,94,77,8,3,4,52.14,208.56,6
702,10177,1,20031107,39,78,9,3,9,113.37,1020.33,5
703,10177,2,20031107,41,78,9,3,11,92.77,1020.47,5
704,10177,3,20031107,50,78,9,3,8,82.50,660.00,5
705,10177,4,20031107,62,78,9,3,7,115.52,808.64,5
706,10177,5,20031107,71,78,9,3,2,79.66,159.32,5
707,10177,6,20031107,96,78,9,3,3,58.67,176.01,5
708,10177,7,20031107,98,78,9,3,10,77.95,779.50,5
709,10177,8,20031107,101,78,9,3,1,64.33,64.33,5
710,10177,9,20031107,105,78,9,3,4,88.15,352.60,5
711,10177,10,20031107,106,78,9,3,5,83.42,417.10,5
712,10177,11,20031107,109,78,9,3,6,52.96,317.76,5
713,10178,1,20031108,5,79,10,3,12,131.92,1583.04,2
714,10178,2,20031108,22,79,10,3,4,127.73,510.92,2
715,10178,3,20031108,37,79,10,3,10,70.54,705.40,2
716,10178,4,20031108,47,79,10,3,9,104.81,943.29,2
717,10178,5,20031108,68,79,10,3,5,67.82,339.10,2
718,10178,6,20031108,74,79,10,3,6,65.75,394.50,2
719,10178,7,20031108,76,79,10,3,11,68.77,756.47,2
720,10178,8,20031108,78,79,10,3,3,64.15,192.45,2
721,10178,9,20031108,99,79,10,3,8,86.90,695.20,2
722,10178,10,20031108,100,79,10,3,1,91.74,91.74,2
723,10178,11,20031108,107,79,10,3,2,68.11,136.22,2
724,10178,12,20031108,108,79,10,3,7,41.71,291.97,2
725,10179,1,20031111,31,80,11,1,3,82.79,248.37,2
726,10179,2,20031111,59,80,11,1,5,105.04,525.20,2
727,10179,3,20031111,82,80,11,1,4,66.65,266.60,2
728,10179,4,20031111,85,80,11,1,1,86.90,86.90,2
729,10179,5,20031111,90,80,11,1,6,63.97,383.82,2
730,10179,6,20031111,92,80,11,1,7,43.20,302.40,2
731,10179,7,20031111,97,80,11,1,8,75.81,606.48,2
732,10179,8,20031111,103,80,11,1,2,98.48,196.96,2
733,10179,9,20031111,104,80,11,1,9,80.00,720.00,2
734,10180,1,20031111,1,81,12,3,9,76.56,689.04,3
735,10180,2,20031111,3,81,12,3,12,99.91,1198.92,3
736,10180,3,20031111,4,81,12,3,11,164.61,1810.71,3
737,10180,4,20031111,10,81,12,3,8,131.04,1048.32,3
738,10180,5,20031111,32,81,12,3,13,48.46,629.98,3
739,10180,6,20031111,46,81,12,3,3,59.06,177.18,3
740,10180,7,20031111,53,81,12,3,2,147.31,294.62,3
741,10180,8,20031111,57,81,12,3,10,98.05,980.50,3
742,10180,9,20031111,61,81,12,3,14,61.70,863.80,3
743,10180,10,20031111,65,81,12,3,6,60.95,365.70,3
744,10180,11,20031111,83,81,12,3,1,68.71,68.71,3
745,10180,12,20031111,86,81,12,3,4,33.39,133.56,3
746,10180,13,20031111,91,81,12,3,7,102.05,714.35,3
747,10180,14,20031111,95,81,12,3,5,74.85,374.25,3
748,10181,1,20031112,7,82,13,3,14,155.66,2179.24,3
749,10181,2,20031112,12,82,13,3,12,113.92,1367.04,3
750,10181,3,20031112,14,82,13,3,15,67.03,1005.45,3
751,10181,4,20031112,16,82,13,3,11,107.10,1178.10,3
752,10181,5,20031112,18,82,13,3,6,124.56,747.36,3
753,10181,6,20031112,21,82,13,3,2,124.44,248.88,3
754,10181,7,20031112,24,82,13,3,10,74.69,746.90,3
755,10181,8,20031112,25,82,13,3,5,129.45,647.25,3
756,10181,9,20031112,34,82,13,3,3,130.68,392.04,3
757,10181,10,20031112,40,82,13,3,7,147.33,1031.31,3
758,10181,11,20031112,42,82,13,3,17,73.17,1243.89,3
759,10181,12,20031112,44,82,13,3,16,120.53,1928.48,3
760,10181,13,20031112,45,82,13,3,4,137.04,548.16,3
761,10181,14,20031112,58,82,13,3,1,45.28,45.28,3
762,10181,15,20031112,70,82,13,3,8,32.85,262.80,3
763,10181,16,20031112,73,82,13,3,13,54.49,708.37,3
764,10181,17,20031112,77,82,13,3,9,122.17,1099.53,3
765,10182,1,20031112,19,83,14,3,3,83.22,249.66,6
766,10182,2,20031112,20,83,14,3,2,44.21,88.42,6
767,10182,3,20031112,23,83,14,3,10,159.80,1598.00,6
768,10182,4,20031112,27,83,14,3,9,54.49,490.41,6
769,10182,5,20031112,29,83,14,3,7,105.52,738.64,6
770,10182,6,20031112,33,83,14,3,4,135.00,540.00,6
771,10182,7,20031112,43,83,14,3,1,86.31,86.31,6
772,10182,8,20031112,49,83,14,3,11,88.35,971.85,6
773,10182,9,20031112,54,83,14,3,12,61.29,735.48,6
774,10182,10,20031112,55,83,14,3,16,63.20,1011.20,6
775,10182,11,20031112,60,83,14,3,6,31.86,191.16,6
776,10182,12,20031112,63,83,14,3,5,39.87,199.35,6
777,10182,13,20031112,66,83,14,3,14,87.24,1221.36,6
778,10182,14,20031112,69,83,14,3,13,116.27,1511.51,6
779,10182,15,20031112,72,83,14,3,15,73.62,1104.30,6
780,10182,16,20031112,75,83,14,3,17,95.30,1620.10,6
781,10182,17,20031112,79,83,14,3,8,34.88,279.04,6
782,10183,1,20031113,2,84,15,3,8,180.01,1440.08,2
783,10183,2,20031113,6,84,15,3,1,127.06,127.06,2
784,10183,3,20031113,9,84,15,3,5,114.80,574.00,2
785,10183,4,20031113,17,84,15,3,7,108.50,759.50,2
786,10183,5,20031113,35,84,15,3,9,91.18,820.62,2
787,10183,6,20031113,36,84,15,3,11,51.22,563.42,2
788,10183,7,20031113,38,84,15,3,10,90.06,900.60,2
789,10183,8,20031113,51,84,15,3,2,118.66,237.32,2
790,10183,9,20031113,52,84,15,3,6,42.26,253.56,2
791,10183,10,20031113,81,84,15,3,12,81.81,981.72,2
792,10183,11,20031113,89,84,15,3,4,52.36,209.44,2
793,10183,12,20031113,102,84,15,3,3,85.98,257.94,2
794,10184,1,20031114,15,85,16,3,6,105.47,632.82,6
795,10184,2,20031114,26,85,16,3,5,145.72,728.60,6
796,10184,3,20031114,28,85,16,3,9,119.05,1071.45,6
797,10184,4,20031114,30,85,16,3,12,60.77,729.24,6
798,10184,5,20031114,40,85,16,3,10,165.95,1659.50,6
799,10184,6,20031114,56,85,16,3,3,57.22,171.66,6
800,10184,7,20031114,64,85,16,3,11,117.57,1293.27,6
801,10184,8,20031114,67,85,16,3,7,30.06,210.42,6
802,10184,9,20031114,80,85,16,3,2,114.73,229.46,6
803,10184,10,20031114,84,85,16,3,13,84.75,1101.75,6
804,10184,11,20031114,87,85,16,3,8,52.49,419.92,6
805,10184,12,20031114,88,85,16,3,1,59.03,59.03,6
806,10184,13,20031114,93,85,16,3,4,92.60,370.40,6
807,10185,1,20031114,8,86,17,3,13,195.33,2539.29,6
808,10185,2,20031114,11,86,17,3,14,146.55,2051.70,6
809,10185,3,20031114,13,86,17,3,12,147.07,1764.84,6
810,10185,4,20031114,39,86,17,3,9,124.30,1118.70,6
811,10185,5,20031114,41,86,17,3,11,94.79,1042.69,6
812,10185,6,20031114,48,86,17,3,16,127.82,2045.12,6
813,10185,7,20031114,50,86,17,3,8,87.77,702.16,6
814,10185,8,20031114,62,86,17,3,7,105.69,739.83,6
815,10185,9,20031114,71,86,17,3,2,83.20,166.40,6
816,10185,10,20031114,94,86,17,3,15,46.86,702.90,6
817,10185,11,20031114,96,86,17,3,3,64.67,194.01,6
818,10185,12,20031114,98,86,17,3,10,79.68,796.80,6
819,10185,13,20031114,101,86,17,3,1,61.44,61.44,6
820,10185,14,20031114,105,86,17,3,4,99.17,396.68,6
821,10185,15,20031114,106,86,17,3,5,93.35,466.75,6
822,10185,16,20031114,109,86,17,3,6,47.50,285.00,6
823,10186,1,20031114,5,87,18,3,9,108.80,979.20,4
824,10186,2,20031114,22,87,18,3,1,137.19,137.19,4
825,10186,3,20031114,37,87,18,3,7,73.12,511.84,4
826,10186,4,20031114,47,87,18,3,6,98.46,590.76,4
827,10186,5,20031114,68,87,18,3,2,60.29,120.58,4
828,10186,6,20031114,74,87,18,3,3,59.83,179.49,4
829,10186,7,20031114,76,87,18,3,8,68.77,550.16,4
830,10186,8,20031114,99,87,18,3,5,80.56,402.80,4
831,10186,9,20031114,108,87,18,3,4,42.71,170.84,4
832,10187,1,20031115,31,88,19,3,1,70.12,70.12,1
833,10187,2,20031115,59,88,19,3,3,96.29,288.87,1
834,10187,3,20031115,78,88,19,3,10,55.96,559.60,1
835,10187,4,20031115,82,88,19,3,2,64.48,128.96,1
836,10187,5,20031115,90,88,19,3,4,61.22,244.88,1
837,10187,6,20031115,92,88,19,3,5,39.71,198.55,1
838,10187,7,20031115,97,88,19,3,6,84.95,509.70,1
839,10187,8,20031115,100,88,19,3,8,95.73,765.84,1
840,10187,9,20031115,104,88,19,3,7,72.00,504.00,1
841,10187,10,20031115,107,88,19,3,9,70.33,632.97,1
842,10188,1,20031118,1,89,20,3,1,95.70,95.70,6
843,10188,2,20031118,3,89,20,3,4,111.80,447.20,6
844,10188,3,20031118,4,89,20,3,3,182.04,546.12,6
845,10188,4,20031118,32,89,20,3,5,52.09,260.45,6
846,10188,5,20031118,57,89,20,3,2,95.80,191.60,6
847,10188,6,20031118,61,89,20,3,6,61.70,370.20,6
848,10188,7,20031118,85,89,20,3,7,81.91,573.37,6
849,10188,8,20031118,103,89,20,3,8,96.11,768.88,6
850,10189,1,20031118,10,90,21,3,1,138.57,138.57,6
851,10190,1,20031119,65,91,22,3,3,58.87,176.61,1
852,10190,2,20031119,86,91,22,3,1,38.62,38.62,1
853,10190,3,20031119,91,91,22,3,4,89.80,359.20,1
854,10190,4,20031119,95,91,22,3,2,67.53,135.06,1
855,10191,1,20031120,7,92,23,3,3,155.66,466.98,4
856,10191,2,20031120,12,92,23,3,1,104.52,104.52,4
857,10191,3,20031120,14,92,23,3,4,70.22,280.88,4
858,10191,4,20031120,42,92,23,3,6,75.59,453.54,4
859,10191,5,20031120,44,92,23,3,5,119.06,595.30,4
860,10191,6,20031120,46,92,23,3,9,60.93,548.37,4
861,10191,7,20031120,53,92,23,3,8,136.90,1095.20,4
862,10191,8,20031120,73,92,23,3,2,53.27,106.54,4
863,10191,9,20031120,83,92,23,3,7,77.61,543.27,4
864,10192,1,20031120,16,93,1,3,16,99.04,1584.64,5
865,10192,2,20031120,18,93,1,3,11,140.12,1541.32,5
866,10192,3,20031120,21,93,1,3,7,100.80,705.60,5
867,10192,4,20031120,24,93,1,3,15,70.84,1062.60,5
868,10192,5,20031120,25,93,1,3,10,128.03,1280.30,5
869,10192,6,20031120,34,93,1,3,8,110.88,887.04,5
870,10192,7,20031120,40,93,1,3,12,137.17,1646.04,5
871,10192,8,20031120,45,93,1,3,9,125.74,1131.66,5
872,10192,9,20031120,55,93,1,3,4,72.02,288.08,5
873,10192,10,20031120,58,93,1,3,6,49.30,295.80,5
874,10192,11,20031120,66,93,1,3,2,86.33,172.66,5
875,10192,12,20031120,69,93,1,3,1,112.74,112.74,5
876,10192,13,20031120,70,93,1,3,13,33.23,431.99,5
877,10192,14,20031120,72,93,1,3,3,69.34,208.02,5
878,10192,15,20031120,75,93,1,3,5,93.16,465.80,5
879,10192,16,20031120,77,93,1,3,14,112.34,1572.76,5
880,10193,1,20031121,19,94,2,3,7,92.47,647.29,6
881,10193,2,20031121,20,94,2,3,6,46.36,278.16,6
882,10193,3,20031121,23,94,2,3,14,153.00,2142.00,6
883,10193,4,20031121,27,94,2,3,13,60.54,787.02,6
884,10193,5,20031121,29,94,2,3,11,115.69,1272.59,6
885,10193,6,20031121,33,94,2,3,8,143.44,1147.52,6
886,10193,7,20031121,35,94,2,3,1,87.13,87.13,6
887,10193,8,20031121,36,94,2,3,3,53.09,159.27,6
888,10193,9,20031121,38,94,2,3,2,97.39,194.78,6
889,10193,10,20031121,43,94,2,3,5,79.37,396.85,6
890,10193,11,20031121,49,94,2,3,15,92.03,1380.45,6
